volid,dateused,pubdate,birthdate,firstpub,gender,nation,allwords,logistic,realclass,trainflag,trainsize,author,title,genretags
10010|Murray,1864,1864,0,1864,m,,1.0,0.672486799397,0,1,"Aubert de Gaspé, Philippe,",The Canadians of old,m
10024|Edwards,1880,1880,0,1880,m,,1.0000000000000002,0.502556815998,0,1,"French, Harry W. (Harry Willard),",Ego,m
1002|MillicentGrej,1851,1851,0,1851,f,,0.9999999999999997,0.576795225966,1,1,"Skene, Felicia,",The tutor's ward,f
10035|Char,1876,1876,0,1876,m,,1.0,0.54512087817,0,1,"Stephens, J. Brunton (James Brunton),",A hundred pounds,m
10035|Mary,1876,1876,0,1876,f,,1.000000000000011,0.537446303354,1,1,"Stephens, J. Brunton (James Brunton),",A hundred pounds,f
10036|Baker,1890,1890,0,1890,m,,1.0000000000000002,0.470400488855,0,1,"Fothergill, Jessie,",A march in the ranks,m
10043|Pamela,1876,1876,0,1876,f,,1.0000000000000036,0.540869981336,1,1,"Bellamy, Elizabeth W. (Elizabeth Whitfield),",The little Joanna,f
10054|Richard,1858,1858,0,1858,f,,0.9999999999999982,0.546383120964,1,1,"Holmes, Mary Jane,",Meadow brook,f
10055|Minna,1890,1890,0,1890,f,,1.0000000000000007,0.642635918742,1,1,"(Thomas Russell), Sullivan, T. R.",Day and night stories,f
10067|Sybil,1855,1855,0,1855,f,,1.000000000000002,0.692029714502,1,1,anonymous75,My confession;,f
1006|Aubrey,1861,1861,0,1861,m,,1.0000000000000004,0.533686307395,0,1,anonymous43,The Twickenham tales,m
10071|Alice,1898,1898,0,1898,f,,1.0,0.52186970911,1,1,"Mitchell, S. Weir (Silas Weir),",Mr. Kris Kringle,f
10073|LadyMedway,1894,1894,0,1894,f,,0.9999999999999993,0.618182352625,1,1,"freifrau von, Tautphœus, Jemima (Montgomery)",Quits!,f
10097|Parker,1893,1893,0,1893,m,,1.0,0.336308418807,0,1,"Hawthorne, Nathaniel,",Twice-told tales,m
10099|MissWillis,1872,1872,0,1872,f,,1.0000000000000002,0.38580624644,1,1,"Lee, Frances.",On a candlestick,f
10110|Minnie,1861,1861,0,1861,f,,1.0000000000000007,0.628317278896,1,1,"Wilbor, Mary H.",Violet;,f
10116|Mr.Ensdell,1868,1868,0,1868,m,,1.0000000000000038,0.445734246456,0,1,"(Elizabeth), Eiloart, Mrs",Meg,m
10118|Mr.Somerton,1860,1860,0,1860,m,,1.0,0.640254275964,0,1,"Marsh, Jeannie S.",Cathara Clyde,m
1012|Mrs.Turner,1859,1859,0,1859,f,,0.9999999999999994,0.573442087111,1,1,"Arthur, T. S. (Timothy Shay),",Trials and confessions of a housekeeper,f
10138|Fanny,1864,1864,0,1864,f,,0.9999999999999977,0.604599781428,1,1,"Thomas, Annie,",Denis Donne,f
10187|Mrs.Muncie,1896,1896,0,1896,f,,1.000000000000001,0.497211143652,1,1,"Tarver, John Charles,","James, or, Virtue rewarded",f
10188|Sabina,1887,1887,0,1887,f,,0.9999999999999984,0.518696759755,1,1,"Betham-Edwards, Matilda,",Next of kin wanted,f
10192|Dr.Pomfret,1854,1854,0,1854,m,,1.0000000000000004,0.467076470794,0,1,"Reynolds, George W. M. (George William MacArthur),","Joseph Wilmot, or, The memoirs of a man-servant",m
10192|Eugenie,1854,1854,0,1854,f,,0.999999999999999,0.627420472768,1,1,"Reynolds, George W. M. (George William MacArthur),","Joseph Wilmot, or, The memoirs of a man-servant",f
10192|Glenbucket,1854,1854,0,1854,f,,1.0,0.22943384596,1,1,"Reynolds, George W. M. (George William MacArthur),","Joseph Wilmot, or, The memoirs of a man-servant",f
10215|Mrs.Waldron,1890,1890,0,1890,f,,1.0000000000000013,0.538436396999,1,1,"King, Charles,",The deserter,f
10223|Mrs.Fowler,1857,1857,0,1857,f,,1.0000000000000002,0.577141215643,1,1,anonymous66,Home and the world,f
10228|Mrs.Gale,1859,1859,0,1859,f,,1.0,0.647535329161,1,1,"Gaskell, Elizabeth Cleghorn,",Round the sofa,f
10237|Sara,1893,1893,0,1893,f,,0.9999999999999996,0.507225755634,1,1,"Brown, William Horace.",A southern heritage,f
10277|Everitt,1857,1857,0,1857,m,,0.9999999999999947,0.393445331302,0,1,"Jeaffreson, John Cordy,","Isabel, the young wife and the old love",m
10280|Lucy,1866,1866,0,1866,f,,1.0,0.360786106928,1,1,"Laboulaye, Édouard,",Laboulaye's fairy book;,f
10283|Drew,1876,1876,0,1876,m,,0.9999999999999988,0.37473940542,0,1,"Mrs., Liddell, Edward,",Jonathan;,m
10289|Shakespeare,1899,1899,0,1899,m,,0.9999999999999991,0.525424547934,0,1,"Lyulph,",Shakespeare,m
1028|Malcolm,1865,1865,0,1865,m,,0.9999999999999942,0.497793824854,0,1,"Southworth, Emma Dorothy Eliza Nevitte,",Allworth Abbey,m
