volid,dateused,pubdate,birthdate,firstpub,gender,nation,allwords,logistic,realclass,trainflag,trainsize,author,title,genretags
10017|Sackett,1892,1892,0,1892,m,,0.9999999999999991,0.476631335764,0,1,"Hibbard, George A. (George Abiah),",The governor,m
10045|ClaraHoward,1827,1827,0,1827,f,,0.999999999999999,0.534832800556,1,1,"Brown, Charles Brockden,",The novels of Charles Brockden Brown,f
10053|Susan,1866,1866,0,1866,f,,1.0000000000000002,0.460377607943,1,1,"Gibbons, Israel,",Crescent-shine;,f
10058|Dolores,1895,1895,0,1895,f,,1.0000000000000009,0.566618033699,1,1,"Allen, Grant,",The woman who did,f
10059|Eliza,1807,1807,0,1807,f,,1.0000000000000013,0.544336018438,1,1,"Kotzebue, August von,",Novellettes,f
10084|Julia,1877,1877,0,1877,f,,0.9999999999999997,0.555678421181,1,1,"Rae, Robert. [from old catalog]",Newport,f
10097|Parker,1893,1893,0,1893,m,,1.0,0.524752465422,0,1,"Hawthorne, Nathaniel,",Twice-told tales,m
10125|Peggy,1835,1835,0,1835,f,,0.9999999999999984,0.589644551568,1,1,"Banim, John,",The mayor of Wind-gap,f
10145|Mrs.Blennerhagen,1830,1830,0,1830,f,,1.0000000000000004,0.524112897319,1,1,"Clarke, William,",Three courses and a dessert,f
1014|Mrs.Barker,1880,1880,0,1880,f,,0.9999999999999996,0.544564715544,1,1,"Pierce, Gilbert A. (Gilbert Ashville),","Zachariah, the congressman;",f
10192|Glenbucket,1854,1854,0,1854,f,,1.0,0.519413196798,1,1,"Reynolds, George W. M. (George William MacArthur),","Joseph Wilmot, or, The memoirs of a man-servant",f
10192|Mrs.Nelson,1854,1854,0,1854,f,,1.0,0.578259942741,1,1,"Reynolds, George W. M. (George William MacArthur),","Joseph Wilmot, or, The memoirs of a man-servant",f
10193|Ferdinand,1852,1852,0,1852,m,,1.0000000000000002,0.498709871369,0,1,"Reynolds, George W. M. (George William MacArthur),",Mary Price;,m
10193|Mr.Baldwin,1852,1852,0,1852,m,,0.9999999999999982,0.512331089993,0,1,"Reynolds, George W. M. (George William MacArthur),",Mary Price;,m
10193|Sawbridge,1852,1852,0,1852,m,,1.0000000000000013,0.517967122208,0,1,"Reynolds, George W. M. (George William MacArthur),",Mary Price;,m
10201|LordMenteith,1857,1857,0,1857,m,,0.999999999999997,0.476966967284,0,1,"Scott, Walter, Sir,",The black dwarf ; A legend of Montrose,m
10222|Mr.Elwester*,1850,1850,0,1850,m,,1.0000000000000018,0.461911635647,0,1,"Old Sailor,",Jem Bunt,m
10222|Mrs.Blatherwick,1850,1850,0,1850,f,,0.9999999999999996,0.458293092782,1,1,"Old Sailor,",Jem Bunt,f
10235|Dawn,1844,1844,0,1844,f,,0.9999999999999982,0.425405750995,1,1,"Cooper, James Fenimore,","Afloat and ashore; or, The adventures of Miles Wallingford",f
1023|Samantha,1887,1887,0,1887,f,,0.9999999999999993,0.497094964703,1,1,"Frederic, Harold.",Seth's brother's wife,f
10247|Shields,1830,1830,0,1830,m,,0.9999999999999996,0.473038764481,0,1,"Carleton, William,",Traits and stories of the Irish peasantry,m
10277|MissNugent,1857,1857,0,1857,f,,0.9999999999999996,0.497747987286,1,1,"Jeaffreson, John Cordy,","Isabel, the young wife and the old love",f
10281|Mrs.Lendon*,1890,1890,0,1890,f,,0.9999999999999993,0.487569572836,1,1,"James, Henry,",The tragic muse,f
10284|Mrs.Churton,1895,1895,0,1895,f,,1.0000000000000009,0.587983425085,1,1,"Keary, Charles Francis.",Herbert Vanlennert,f
10308|MissLeslie,1838,1838,0,1838,f,,1.0000000000000002,0.655172930415,1,1,"Bayly, Thomas Haynes,",Kate Leslie,f
10338|Sally,1857,1857,0,1857,f,,0.9999999999999987,0.484588093074,1,1,"Griffin, Gerald,","Card drawing, The half sir and Suil Dhuv, the coiner",f
10339|Harmond,1860,1860,0,1860,m,,0.9999999999999983,0.520867337332,0,1,"Griffin, Gerald,",The Christian physiologist,m
