volid,dateused,pubdate,birthdate,firstpub,gender,nation,allwords,logistic,realclass,trainflag,trainsize,author,title,genretags
10005|Alfred,1861,1861,0,1861,m,,1.0000000000000007,0.543188281155,0,1,"Manning, Anne,",The chronicle of Ethelfled,m
10006|LordCulwarren,1891,1891,0,1891,m,,1.0000000000000013,0.429536972715,0,1,"Marryat, Florence,",The risen dead,m
10010|MonsieurdeSt.Luc,1864,1864,0,1864,m,,0.9999999999999996,0.51711199983,0,1,"Aubert de Gaspé, Philippe,",The Canadians of old,m
10010|Murray,1864,1864,0,1864,m,,1.0,0.649365663227,0,1,"Aubert de Gaspé, Philippe,",The Canadians of old,m
10036|Alizon,1890,1890,0,1890,f,,1.0000000000000095,0.537807764423,1,1,"Fothergill, Jessie,",A march in the ranks,f
10043|Pamela,1876,1876,0,1876,f,,1.0000000000000036,0.565235621525,1,1,"Bellamy, Elizabeth W. (Elizabeth Whitfield),",The little Joanna,f
10052|Desmond,1851,1851,0,1851,m,,1.0000000000000007,0.47450955955,0,1,"Cherwell, Mary.","Happy hours, or, The home story-book",m
10073|Sam,1894,1894,0,1894,m,,0.9999999999999998,0.290402728561,0,1,"freifrau von, Tautphœus, Jemima (Montgomery)",Quits!,m
10104|FlorenceEvelyn,1848,1848,0,1848,f,,0.9999999999999999,0.594331867503,1,1,"Judson, Emily C. (Emily Chubbuck),",The great secret;,f
1010|MissHamilton,1845,1845,0,1845,f,,1.0000000000000009,0.523530733561,1,1,"McIntosh, Maria J. (Maria Jane),",Praise and principle;,f
10110|MissFreeman,1861,1861,0,1861,f,,1.0,0.676676392704,1,1,"Wilbor, Mary H.",Violet;,f
10117|Helen,1850,1850,0,1850,f,,0.9999999999999983,0.515106064045,1,1,"Brontë, Charlotte,",Jane Eyre,f
10118|Mr.Somerton,1860,1860,0,1860,m,,1.0,0.508202600339,0,1,"Marsh, Jeannie S.",Cathara Clyde,m
1013|MissEvelyn,1858,1858,0,1858,f,,0.9999999999999996,0.481162899087,1,1,"Langdon, Mary,",Agnes,f
10150|Mrs.Dean,1841,1841,0,1841,f,,1.0,0.606117687277,1,1,"Griffin, Sarah L. (Sarah Lawrence).",Familiar tales for children,f
10156|Endicott,1824,1824,0,1824,f,,1.0,0.435374272946,1,1,"Child, Lydia Maria,",Hobomok,f
10156|Mr.Conant,1824,1824,0,1824,m,,0.9999999999999972,0.408516514872,0,1,"Child, Lydia Maria,",Hobomok,m
10181|Mr.Nichols,1834,1834,0,1834,m,,0.9999999999999983,0.44618854176,0,1,"Miss Pardoe, (Julia),",Speculation,m
10183|Norma,1891,1891,0,1891,f,,1.0000000000000002,0.525489510917,1,1,"Mrs. Martin, Sadie E.",The life and professional career of Emma Abbott,f
10195|Mrs.Goodenough,1866,1866,0,1866,f,,0.9999999999999989,0.436368129532,1,1,"Gaskell, Elizabeth Cleghorn,",Wives and daughters,f
101|Mrs.Sidney,1854,1854,0,1854,f,,1.0000000000000004,0.590514887413,1,1,"Bullard, Laura Curtis.",Now-a-days!,f
10200|Emma,1816,1816,0,1816,f,,0.9999999999999991,0.611655470227,1,1,anonymous17,Select novels,f
10200|Joseph,1816,1816,0,1816,m,,0.9999999999999993,0.466808918478,0,1,anonymous14,Select novels,m
10200|Lancelot,1816,1816,0,1816,m,,0.9999999999999923,0.407229920028,0,1,anonymous16,Select novels,m
10200|Oakley,1816,1816,0,1816,f,,0.9999999999999993,0.725547544303,1,1,anonymous26,Select novels,f
10200|Walter,1816,1816,0,1816,m,,1.0,0.25481444057,0,1,anonymous8,Select novels,m
1020|DameSummerlin,1884,1884,0,1884,m,,0.9999999999999996,0.5375762121,0,1,"Leslie, Emma.",Walter,m
10225|Stuyvesant,1898,1898,0,1898,m,,0.9999999999999987,0.402351187532,0,1,"Baugh, May Elizabeth.",Her fortune her misfortune,m
10251|Lewis,1835,1835,0,1835,m,,0.9999999999999994,0.498149013525,0,1,"Edgeworth, Maria,",Tales and novels,m
10254|LadyCathcart,1835,1835,0,1835,f,,1.0000000000000004,0.645624875666,1,1,"Edgeworth, Maria,",Tales and novels,f
10254|Murtagh,1835,1835,0,1835,m,,0.9999999999999987,0.279776561937,0,1,"Edgeworth, Maria,",Tales and novels,m
10256|Caroline,1835,1835,0,1835,f,,1.0000000000000036,0.586454427787,1,1,"Edgeworth, Maria,",Tales and novels,f
10256|Constance,1835,1835,0,1835,m,,1.0000000000000002,0.360844769,0,1,"Edgeworth, Maria,",Tales and novels,m
10256|Erasmus,1835,1835,0,1835,m,,1.000000000000001,0.484122869466,0,1,"Edgeworth, Maria,",Tales and novels,m
10256|Mr.Panton,1835,1835,0,1835,m,,0.9999999999999994,0.467435912854,0,1,"Edgeworth, Maria,",Tales and novels,m
10258|Robert,1835,1835,0,1835,m,,0.9999999999999981,0.269097533256,0,1,"Edgeworth, Maria,",Tales and novels,m
10261|Wright,1835,1835,0,1835,f,,1.0000000000000007,0.491224375127,1,1,"Edgeworth, Maria,",Tales and novels,f
10263|Amelia,1835,1835,0,1835,f,,0.9999999999999983,0.672669089341,1,1,"Edgeworth, Maria,",Tales and novels,f
10264|CountO'Halloran,1835,1835,0,1835,m,,0.9999999999999987,0.304663943355,0,1,"Edgeworth, Maria,",Tales and novels,m
10264|Mrs.Dareville,1835,1835,0,1835,f,,0.9999999999999998,0.421643027405,1,1,"Edgeworth, Maria,",Tales and novels,f
10264|Mrs.Granby,1835,1835,0,1835,f,,1.0000000000000004,0.475176463927,1,1,"Edgeworth, Maria,",Tales and novels,f
10268|Mrs.Clanwaring,1872,1872,0,1872,f,,1.0000000000000002,0.426747938474,1,1,"Wood, Henry, Mrs.,",Dene hollow,f
1026|Lola,1872,1872,0,1872,f,,1.0000000000000009,0.562390667419,1,1,"Southworth, Emma Dorothy Eliza Nevitte,",The artist's love,f
10276|Campion,1865,1865,0,1865,m,,1.0000000000000004,0.316395346864,0,1,"Lady, Fullerton, Georgiana,",Constance Sherwood,m
1027|Peter,1872,1872,0,1872,m,,0.999999999999999,0.463205926586,0,1,"(Sarah Johnson Cogswell), Whittlesey, Sarah J. C.",Bertha the beauty,m
10280|Leila,1866,1866,0,1866,f,,0.999999999999998,0.556047351716,1,1,"Laboulaye, Édouard,",Laboulaye's fairy book;,f
