,docid,storyid,date,gender,author,title,authgender,nationality,firstpub,tags,birthdate
37218,5273|M.deBlangy,5273,1892,m,"Belot, Adolphe,",Mademoiselle Giraud,m,,1892,m,0
61397,uc1.$b242907|Greensmith,uc1.$b242907,1958,m,"Hastings, Macdonald.",Cork in the doghouse.,m,,1958,m,0
9565,5854|DeBracy,5854,1823,m,"Sir, Scott, Walter,",Ivanhoe;,m,,1823,m,0
56126,mdp.39015019369829|KingCormac,mdp.39015019369829,1947,m,"Wall, Mervyn,",The unfortunate Fursey : | a novel by Mervyn Wall ...,m,,1947,m,0
37866,4953|Rae,4953,1895,m,"Oxley, J. Macdonald (James Macdonald),",In the wilds of the west coast,m,,1895,m,0
61515,mdp.39015073494257|Manderich,mdp.39015073494257,1950,m,"Stegner, Wallace,",The preacher and the slave / | $c: Wallace Stegner.,m,,1950,m,0
17746,5134|Saville,5134,1845,m,"Lister, Charles.",The college chums,m,,1845,m,0
16587,709|Mr.Roscoe,709,1840,m,"Irving, Washington,",The works of Washington Irving,m,,1840,m,0
12117,14857|Blaquiere,14857,1831,m,"Moore, Oliver.",The staff officer,m,,1831,m,0
24784,13692|Colley,13692,1869,m,"Kenealy, Edward Vaughan,",Edward Wortley Montagu,m,,1869,m,0
52922,mdp.39015004928373|Smith,mdp.39015004928373,1936,m,"Buchan, John,",The man from the Norlands.,m,,1936,m,0
33262,8221|MrLammle,8221,1880,m,"Dickens, Charles,",Works,m,,1880,m,0
36571,3106|MrWilson,3106,1895,m,"Marryat, Frederick,",The novels of Captain Marryat,m,,1895,m,0
45316,nyp.33433074927280|Gerald,nyp.33433074927280,1910,m,"Hay, Ian,",The right stuff,m,,1910,m,0
24747,7809|James,7809,1861,m,"Sawyer, Moses H",Lieutenant Colborn,m,,1861,m,0
51921,inu.30000109066260|CanonTucker,inu.30000109066260,1939,m,"Lancaster, Bruce,",Bride of a thousand cedars : | a novel of Bermuda / | $c: by Bruce Lancaster and Lowell Brentano.,m,,1939,m,0
8448,13689|Felton,13689,1824,m,"Smollett, T. (Tobias),","The miscellaneous works of Tobias Smollett, M.D",m,,1824,m,0
69403,mdp.39015050556060|Bernardo,mdp.39015050556060,1974,m,"Angulo, Jaime de.","The lariat, | a novel.",m,,1974,m,0
61218,uc1.b3456983|Kevin,uc1.b3456983,1957,m,"Moore, Brian,",The Feast of Lupercal.,m,,1957,m,0
29204,2859|Wilkins,2859,1874,m,"Lowell, Robert,",Antony Brade,m,,1874,m,0
72191,mdp.39015001086332|FrauKraus,mdp.39015001086332,1981,m,"Tournier, Michel.",Gemini / | $c: Michel Tournier ; translated by Anne Carter.,m,,1981,m,0
21311,8905|Vaughan,8905,1854,m,"Simms, William Gilmore,","Katharine Walton; or, The rebel of Dorchester",m,,1854,m,0
17139,2733|Mr.Stanley,2733,1842,m,"Egan, Pierce,",Paul Jones,m,,1842,m,0
49325,uva.x000875655|Coates,uva.x000875655,1922,m,"Rohmer, Sax,",The green eyes of Bast,m,,1922,m,0
72748,uc1.32106007054353|Gates,uc1.32106007054353,1984,m,"Block, Lawrence.",Like a lamb to slaughter / | $c: Lawrence Block ; with an introduction by Joe Gores.,m,,1984,m,0
24436,14168|Dr.Johns,14168,1867,m,"Hood, Tom,",A golden heart,m,,1867,m,0
56359,uc1.$b104834|Asher,uc1.$b104834,1944,m,"Reznikoff, Charles,",The lionhearted : | a story about the Jews in medieval England / | $c: by Charles Reznikoff.,m,,1944,m,0
73575,uc1.b4432353|Jeff,uc1.b4432353,1989,m,"Cramer, John.",Twistor / | $c: John Cramer.,m,,1989,m,0
68763,mdp.39015010547670|Willie,mdp.39015010547670,1977,m,"Upward, Edward.",The spiral ascent : | a trilogy of novels / | $c: [by] Edward Upward.,m,,1977,m,0
61547,mdp.39015016441142|Browning,mdp.39015016441142,1953,m,"Hanley, Gerald.","The year of the lion, | a novel.",m,,1953,m,0
56343,umn.31951002120785g|Mr.Grice,umn.31951002120785g,1944,m,"Salmond, J. B. (James Bell),",Flower of the flax.,m,,1944,m,0
73578,mdp.39015008828371|Archer,mdp.39015008828371,1980,m,"Amis, Kingsley.",Collected short stories / | $c: Kingsley Amis.,m,,1980,m,0
44566,nyp.33433075761738|Tony,nyp.33433075761738,1917,m,"Farnol, Jeffery,",The definite object;,m,,1917,m,0
69178,uc1.b3467573|Scudder,uc1.b3467573,1978,m,"Weidman, Jerome,",A family fortune / | $c: Jerome Weidman.,m,,1978,m,0
36237,11812|Jimmy,11812,1895,m,"Gunter, Archibald Clavering,",The ladies' juggernaut;,m,,1895,m,0
53158,uc1.$b299643|Edward,uc1.$b299643,1930,m,"Baring, Maurice,","Robert Peckham, | $c: by Maurice Baring.",m,,1930,m,0
64230,mdp.39015035320459|Micky,mdp.39015035320459,1963,m,"Hill, Herbert,","Soon, one morning; | new writing by American Negroes, 1940-1962. | $c: Selected and edited, with an introd. and biographical notes, by Herbert Hill.",m,,1963,m,0
65581,uc1.32106006036237|Jones,uc1.32106006036237,1966,m,"Vonnegut, Kurt.","Mother night | $c: [by] Kurt Vonnegut, Jr.",m,,1966,m,0
68375,mdp.39015002253469|Danowski,mdp.39015002253469,1970,m,"O'Connor, Edwin.","The best and the last of Edwin O'Connor. | $c: Edited with an introd. by Arthur Schlesinger, Jr., and with contributions by Edmund Wilson and John V. Kelleher.",m,,1970,m,0
8875,10919|Pierre,10919,1827,m,"Blake, John Lauris,",Evenings in Boston,m,,1827,m,0
1851,14998|Graham,14998,1804,m,"Bisset, Robert,",Modern literature;,m,,1804,m,0
49840,njp.32101063691750|Nick,njp.32101063691750,1921,m,"Gibbs, Philip,",Beauty and Nick,m,,1921,m,0
12370,10355|Mr.Croftangry,10355,1834,m,"Sir, Scott, Walter,",Waverley novels,m,,1834,m,0
8052,13624|GilesMallory,13624,1824,m,"Hook, James,",Percy Mallory,m,,1824,m,0
23970,7737|Williams,7737,1866,m,"Viles, Edward.",Blueskin,m,,1866,m,0
69453,mdp.39015033516314|Tom,mdp.39015033516314,1974,m,"Abernethy, Cecil.",Mr. Pepys of Seething Lane.,m,,1974,m,0
32492,1041|JohnBeck,1041,1887,m,"Dodge, Louise.",A question of identity,m,,1887,m,0
12069,14681|Napoleon,14681,1835,m,"Maxwell, W. H. (William Hamilton),",My life,m,,1835,m,0
2590,4434|Henry,4434,1804,m,"Siddons, Henry,",Virtuous poverty,m,,1804,m,0
7950,4323|Tommy,4323,1820,m,"Oxberry, W. (William),",The actor's budget of wit and merriment,m,,1820,m,0
41666,uc2.ark+=13960=t07w68h07|Moore,uc2.ark+=13960=t07w68h07,1904,m,"Jackson, Charles Ross,",Quintus Oakes,m,,1904,m,0
9044,14844|HenryWharton,14844,1825,m,"Cooper, James Fenimore,",The spy; a tale of the neutral ground;,m,,1825,m,0
5413,15095|Mr.Rawlinson,15095,1815,m,"Mackenzie, Henry,",The works of Henry Mackenzie,m,,1815,m,0
64273,mdp.39015030843315|MeyerDavis,mdp.39015030843315,1963,m,"Algren, Nelson,",Who lost an American? / | $c: Nelson Algren.,m,,1963,m,0
12614,12018|Rancliffe,12018,1830,m,"Marquess of, Normanby, Constantine Henry Phipps,",The English at home,m,,1830,m,0
57557,uc1.b3872842|Furney,uc1.b3872842,1948,m,"Household, Geoffrey,",Arabesque.,m,,1948,m,0
48263,uva.x030581232|PaulPost,uva.x030581232,1922,m,"Galsworthy, John,",The Forsyte saga,m,,1922,m,0
9380,4850|LouisKerneguy,4850,1829,m,"Sir, Scott, Walter,",The Waverley novels,m,,1829,m,0
64055,mdp.39015013953735|Wayne,mdp.39015013953735,1962,m,"O'Hara, John,",The big laugh : | a novel / | $c: by John O'Hara.,m,,1962,m,0
68074,mdp.39076002686231|Turk,mdp.39076002686231,1977,m,"Hayes, Billy.",Midnight express / | $c: Billy Hayes ; with William Hoffer.,m,,1977,m,0
32908,10207|Ragusa,10207,1889,m,"Verne, Jules,",Mathias Sandorf,m,,1889,m,0
13356,10124|Dinny,10124,1830,m,"Banim, John,",The denounced,m,,1830,m,0
17765,9445|Gowrie,9445,1848,m,"James, G. P. R. (George Payne Rainsford),","Gowrie, or, The king's plot",m,,1848,m,0
60537,mdp.39015017691224|Caesar,mdp.39015017691224,1954,m,"Faulkner, William,",A fable.,m,,1954,m,0
53697,mdp.39015063957495|Curie,mdp.39015063957495,1930,m,"Fletcher, J. S. (Joseph Smith),",The South Foreland murder.,m,,1930,m,0
36725,11874|Brown,11874,1898,m,"Twain, Mark,",More tramps abroad,m,,1898,m,0
73740,mdp.49015001037101|WaltDisney,mdp.49015001037101,1987,m,"Apple, Max.",The propheteers : | a novel / | $c: by Max Apple.,m,,1987,m,0
8691,13469|Mr.Snubbs,13469,1827,m,"Scargill, William Pitt,",Truckleborough hall;,m,,1827,m,0
64337,mdp.39015066619407|Mosele,mdp.39015066619407,1967,m,"Meneghello, Luigi.",The outlaws. | $c: Translated by Raleigh Trevelyan.,m,,1967,m,0
19920,10542|Lincoln,10542,1856,m,,The forget-me-not,m,,1856,m,0
65265,uc1.$b119976|Hillman,uc1.$b119976,1969,m,"Lynch, Michael,",An American soldier; | a novel.,m,,1969,m,0
65319,uc1.$b802360|Liddy,uc1.$b802360,1969,m,"Turpin, Waters E. (Waters Edward),",These low grounds.,m,,1969,m,0
9742,4938|Dudley,4938,1826,m,"Smith, Horace,",The Tor hill,m,,1826,m,0
12622,5183|Lorenzo,5183,1839,m,"Bird, Robert Montgomery,",Abdalla the Moor and the Spanish knight,m,,1839,m,0
71999,mdp.39015021972933|Pete,mdp.39015021972933,1981,m,"Hunter, Evan,","Love, Dad : | a novel / | $c: Evan Hunter.",m,,1981,m,0
8397,13989|Ned,13989,1826,m,"Banim, John,",Tales by the O'Hara family,m,,1826,m,0
39960,uc2.ark+=13960=t2z31ns32|Max,uc2.ark+=13960=t2z31ns32,1902,m,"Smith, Francis Hopkinson,",The fortunes of Oliver Horn,m,,1902,m,0
28128,8574|Mr.Bolton,8574,1878,m,"Thackeray, William Makepeace,",The works of William Makepeace Thackeray,m,,1878,m,0
36955,11030|GeorgeFairfax,11030,1894,m,"Woollam, Wilfred.",With the help of the angels;,m,,1894,m,0
28120,5490|LordHawtayne,5490,1877,m,"Griffiths, Arthur,",Lola,m,,1877,m,0
36189,10600|Newcastle,10600,1899,m,"Paterson, Arthur,",Cromwell's own;,m,,1899,m,0
19952,224|Beethoven,224,1858,m,"Wood, George,",Future life,m,,1858,m,0
61296,uc1.b3346858|Clough,uc1.b3346858,1953,m,"Dibner, Martin.",The deep six.,m,,1953,m,0
68743,mdp.39015003941690|Bill,mdp.39015003941690,1977,m,"Glanville, Brian.",A bad lot / | $c: Brian Glanville.,m,,1977,m,0
16020,3946|White,3946,1843,m,"(Theodore Sedgwick), Fay, Theodore S.","The double duel, or, Hoboken",m,,1843,m,0
2113,4434|Ruddiman,4434,1804,m,"Siddons, Henry,",Virtuous poverty,m,,1804,m,0
8715,14113|Monson,14113,1825,m,"Ward, R. Plumer (Robert Plumer),",Tremaine,m,,1825,m,0
24660,7456|Grant,7456,1865,m,"Coffin, Charles Carleton,",Winning his way,m,,1865,m,0
12141,10344|Raeburn,10344,1834,m,"Sir, Scott, Walter,",Waverley novels,m,,1834,m,0
44508,uc2.ark+=13960=t6ww79471|BobMachin,uc2.ark+=13960=t6ww79471,1916,m,"(Edward Charles) Booth, Edward C.",Fondie,m,,1916,m,0
48287,uc1.$b300219|Miranda,uc1.$b300219,1929,m,"Farnol, Jeffery,",The shadow and other stories / | $c: by Jeffery Farnol.,m,,1929,m,0
61434,mdp.39015031233144|Hubert,mdp.39015031233144,1954,m,"Duggan, Alfred Leo,",Leopards and Lilies.,m,,1954,m,0
51994,mdp.39015063525151|Dr.Grove,mdp.39015063525151,1932,m,"Bailey, Henry Christopher,",Case for Mr. Fortune ...,m,,1932,m,0
61286,mdp.39015002713660|Neil,mdp.39015002713660,1956,m,"Raddall, Thomas H.,",The wings of night / | $c: Thomas H. Raddall.,m,,1956,m,0
20815,7037|Mr.Davis,7037,1857,m,"Dickens, Charles,",Christmas stories,m,,1857,m,0
13178,4703|Coble,4703,1837,m,"Marryat, Frederick,","Snarleyyow; or, The dog fiend",m,,1837,m,0
72340,uc1.b4360993|Joseph,uc1.b4360993,1980,m,"Whalen, Steve.",It takes a man to cry / | $c: Steve Whalen.,m,,1980,m,0
21181,5091|Lyman,5091,1854,m,"(Timothy Shay), Arthur, T. S.","Ten nights in a bar-room, and what I saw there",m,,1854,m,0
37630,2313|Pierre,2313,1896,m,"Hatton, Joseph,",When Greek meets Greek;,m,,1896,m,0
63984,wu.89059428169|Callaghan,wu.89059428169,1966,m,"Green, Henry Gordon,","The faith of our father, | $c: by H. Gordon Green.",m,,1966,m,0
45256,nyp.33433074850862|Mr.Kentisbury,nyp.33433074850862,1919,m,"Harris-Burland, J. B. (John Burland),",The shadow of Malreward,m,,1919,m,0
12342,10356|ST.VALENTINE,10356,1834,m,"Sir, Scott, Walter,",Waverley novels,m,,1834,m,0
45581,mdp.39015010964354|Moore,mdp.39015010964354,1915,m,"Micheaux, Oscar,",The forged note ;,m,,1915,m,0
44637,uc2.ark+=13960=t2599zr8q|Ordway,uc2.ark+=13960=t2599zr8q,1917,m,"(Edwin Legrand), Sabin, Edwin L.",Opening the west with Lewis and Clark,m,,1917,m,0
69590,uc1.b3187086|Dave,uc1.b3187086,1975,m,"Dickson, Gordon R.","Soldier, ask not / | $c: Gordon R. Dickson.",m,,1975,m,0
49888,mdp.39015046865518|Jack,mdp.39015046865518,1924,m,"Lawrence, D. H. (David Herbert),","The boy in the bush, | $c: by D. H. Lawrence and M. L. Skinner.",m,,1924,m,0
61590,osu.32435066354028|RobertManners,osu.32435066354028,1953,m,"Einstein, Charles.",The bloody spur / | $c: by Charles Einstein.,m,,1953,m,0
28979,14192|JohnFenacre,14192,1870,m,"Cecil, Langford.","Fenacre grange, a novel",m,,1870,m,0
72497,mdp.39015014573664|Michael,mdp.39015014573664,1988,m,"Gold, Herbert,",Dreaming : | a novel / | $c: by Herbert Gold.,m,,1988,m,0
76752,mdp.39015037481432|Fortunato,mdp.39015037481432,1996,m,"Parker, Robert B.,",Chance / | $c: Robert B. Parker.,m,,1996,m,0
44328,uc2.ark+=13960=t4rj4j75x|GeorgeSparks,uc2.ark+=13960=t4rj4j75x,1911,m,"Hobday, William Alfred.",Accessory after the fact,m,,1911,m,0
53882,mdp.39015030739042|Harvey,mdp.39015030739042,1934,m,"Dell, Floyd,","The golden spike, | $c: by Floyd Dell.",m,,1934,m,0
65394,inu.39000005896332|Noah,inu.39000005896332,1967,m,"Byron, Gilbert.",The Lord's oysters. | $c: New introd. by the author.,m,,1967,m,0
68179,mdp.39015055165768|JohnPeel,mdp.39015055165768,1975,m,"McCourt, Edward A.,","The wooden sword / | $c: Edward McCourt ; introduction by Winnifred M. Bogaards ; general editor, Malcolm Ross.",m,,1975,m,0
25534,1960|Goodall,1960,1867,m,"Hammond, William Alexander,","Robert Severne, his friends and his enemies",m,,1867,m,0
12432,10666|Bellini,10666,1839,m,"(Henry Theodore), Tuckerman, Henry T.",Isabel;,m,,1839,m,0
77799,inu.30000025844899|Fluck,inu.30000025844899,1992,m,"Mason, Simon,",The great English nude / | $c: Simon Mason.,m,,1992,m,0
57020,uc1.$b56636|Bourne,uc1.$b56636,1940,m,"Hayes, Nelson,","Dildo Cay, | $c: by Nelson Hayes.",m,,1940,m,0
44077,uc2.ark+=13960=t6251jc54|PedroSalazar,uc2.ark+=13960=t6251jc54,1918,m,"Knibbs, Henry Herbert,",Tang of life,m,,1918,m,0
33608,7388|Jack,7388,1883,m,"Verne, Jules,",Underground city;,m,,1883,m,0
16518,5394|Ernest,5394,1845,m,"Cruikshank, Robert,",Cruikshank at home,m,,1845,m,0
56450,mdp.39015010916289|Navy,mdp.39015010916289,1949,m,"Mackenzie, Compton, Sir,","The south wind of love; | being volume two of ""The four winds of love.""",m,,1949,m,0
28499,747|MoseBaker,747,1878,m,"Pilgrim, Thomas,",Live boys;,m,,1878,m,0
33891,9222|Claude,9222,1886,m,"Zola, Émile,","His masterpiece, or, Claude Lantier's struggle for fame",m,,1886,m,0
37699,3310|Jakob,3310,1892,m,"Maartens, Maarten,",An old maid's love;,m,,1892,m,0
4895,8542|DeBurgh,8542,1810,m,"English, John, psued.?","The grey friar, and the black spirit of the Wye",m,,1810,m,0
53363,mdp.39015026785066|Rock,mdp.39015026785066,1932,m,"Wilson, R. McNair (Robert McNair),",The green knife.,m,,1932,m,0
20456,223|Mr.Jenkison,223,1850,m,"Peacock, Thomas Love,",Headlong hall and Nightmare abbey,m,,1850,m,0
48646,uc1.$b244029|Hal,uc1.$b244029,1925,m,"Raine, William MacLeod,",Troubled waters.,m,,1925,m,0
65021,uc1.$b120311|Tom,uc1.$b120311,1963,m,"Crump, Barry.",There and back. | $c: Illustrated by Dennis Turner.,m,,1963,m,0
20283,10222|Tom,10222,1850,m,"Old Sailor,",Jem Bunt,m,,1850,m,0
29765,8593|Cochrane,8593,1877,m,"Gibbon, Charles,",In love and war,m,,1877,m,0
72679,uc1.b4430794|Dr.Hines,uc1.b4430794,1980,m,"Carlile, Clancy,",Honkytonk man / | $c: Clancy Carlile.,m,,1980,m,0
1908,13202|Mr.Eringham,13202,1800,m,"Lathom, Francis,",Men and manners,m,,1800,m,0
11944,14798|Dick,14798,1833,m,"Dalton, James,",The invisible gentleman,m,,1833,m,0
61352,mdp.39015005395770|Frederik,mdp.39015005395770,1954,m,"Hansen, Martin Alfred,",The Liar.,m,,1954,m,0
57171,mdp.39015016870498|Peter,mdp.39015016870498,1945,m,"Moore, Nicholas,",The PL book of modern American short stories / | $c: edited by Nicholas Moore.,m,,1945,m,0
73383,mdp.39015030716495|HenryGlick,mdp.39015030716495,1982,m,"Torgov, Morley.",The outside chance of Maximilian Glick : | a novel / | $c: by Morley Torgov.,m,,1982,m,0
28269,8913|Edgar,8913,1873,m,"Sr., Hale, Edward Everett,",Ups and downs;,m,,1873,m,0
52772,uc1.$b783463|TexasBill,uc1.$b783463,1931,m,"Mackenzie, Compton, Sir,","For sale, | $c: by Compton Mackenzie.",m,,1931,m,0
76595,mdp.39015041366090|Warren,mdp.39015041366090,1997,m,"Merrill, Richard,",Calls from the Granite State : | stories / | $c: by Richard Merrill.,m,,1997,m,0
60209,uc1.b3688055|Aitken,uc1.b3688055,1959,m,"Clevely, Hugh.",Stranger in two worlds.,m,,1959,m,0
60285,uc1.$b117246|Paul,uc1.$b117246,1950,m,"Hill, Frank Ernest,",King's company. | $c: Drawings by Addison Burbank.,m,,1950,m,0
56252,uc1.$b117317|John,uc1.$b117317,1948,m,"Silliman, Leland,",The daredevil; | $c: illus. by Harold Minton.,m,,1948,m,0
73566,mdp.39015014231735|Mora,mdp.39015014231735,1984,m,"Wilson, F. Paul (Francis Paul)",An enemy of the state / | $c: F. Paul Wilson.,m,,1984,m,0
40270,uc2.ark+=13960=t5x63dq42|Ben,uc2.ark+=13960=t5x63dq42,1904,m,"Kirkpatrick, Ernest Stanley,",Tales of the St. John River,m,,1904,m,0
37312,8133|Jotham,8133,1892,m,"Burnham, Clara Louise,",Miss Bagg's secretary,m,,1892,m,0
41183,nyp.33433074793930|Josh,nyp.33433074793930,1908,m,"Coryell, John Russell,",The old homestead,m,,1908,m,0
25477,11852|Anselmo,11852,1863,m,"Grant, Henry",Mariquita,m,,1863,m,0
61890,uc1.$b477713|Martin,uc1.$b477713,1959,m,"Tessin, Brigitte von.",The bastard / | $c: Brigette von Tessin ; translated by Mervyn Savill.,m,,1959,m,0
8002,14537|Mr.Ruth,14537,1825,m,"Banim, John,",Tales,m,,1825,m,0
24683,11896|Phil,11896,1869,m,"Carleton, William,",Tubber Derg;,m,,1869,m,0
12981,6614|Walter,6614,1831,m,"Ritchie, Leitch,",The romance of history,m,,1831,m,0
8945,13217|Lambert,13217,1820,m,,Tales of my landlord,m,,1820,m,0
72791,uc1.b4975648|Garvey,uc1.b4975648,1989,m,"Corbin, Steven,",No easy place to be : | a novel / | $c: Steven Corbin.,m,,1989,m,0
69460,mdp.39015030853637|Julio,mdp.39015030853637,1973,m,"Buckley, Fergus Reid.",Servants and their masters; | a novel.,m,,1973,m,0
12262,4348|Wilhelm,4348,1836,m,"Willis, Nathaniel Parker,",Inklings of adventure,m,,1836,m,0
16031,709|Sancho,709,1840,m,"Irving, Washington,",The works of Washington Irving,m,,1840,m,0
68204,mdp.39015008910062|Eddie,mdp.39015008910062,1971,m,"Stein, Sol.",The magician; | a novel.,m,,1971,m,0
25400,4587|Harry,4587,1863,m,"Hughes, Thomas,",Tom Brown at Oxford;,m,,1863,m,0
25218,13408|Mr.Colchester,13408,1865,m,"(Henry James), Byron, Henry J.",Paid in full,m,,1865,m,0
21034,8905|Alfred,8905,1854,m,"Simms, William Gilmore,","Katharine Walton; or, The rebel of Dorchester",m,,1854,m,0
28075,7586|Yoosuf,7586,1872,m,"Palgrave, William Gifford,",Hermann Agha,m,,1872,m,0
61386,pst.000005847983|Ben,pst.000005847983,1951,m,"Burnett, Whit,","Sextet : | six Story discoveries in the novella form. First publication of Domhnall O'Conaill, Charles Mohler, Tom Bair, Gilbert Rees, George Moffet [and] John Eichrodt / | $c: Edited by Whit Burnett and Hallie Burnett.",m,,1951,m,0
28226,9391|BarryButledge,9391,1872,m,"Lever, Charles James,",[Charles Lever's novels,m,,1872,m,0
64975,mdp.39015014135076|Smith,mdp.39015014135076,1967,m,"O'Donnell, Gus C.",Time expired | $c: [by] G. C. O'Donnell.,m,,1967,m,0
72057,mdp.39015021859718|Danny,mdp.39015021859718,1989,m,"Micou, Paul.",The music programme.,m,,1989,m,0
4625,1470|Baron,1470,1819,m,"Scott, Walter,",Novels and tales of the author of Waverley,m,,1819,m,0
25882,14038|Fermor,14038,1865,m,"Fitzgerald, Percy Hetherington,",Never forgotten,m,,1865,m,0
24625,12453|Hector,12453,1864,m,"Reynolds, George W. M. (George William MacArthur),",Pickwick abroad,m,,1864,m,0
56609,mdp.39015012998640|GuyWatkins,mdp.39015012998640,1949,m,"Farrell, James T. (James Thomas),",The road between.,m,,1949,m,0
28704,7272|Attwood,7272,1872,m,"Thackeray, William Makepeace,",The works of William Makepeace Thackeray,m,,1872,m,0
76310,uc1.b4221097|Ekalavya,uc1.b4221097,1994,m,"Bhairappa, Es. El.,","Parva : | a tale of war, peace, love, death, god, and man : Kannada novel / | $c: by S.L. Bhyrappa ; translated into English by K. Raghavendra Rao.",m,,1994,m,0
69904,mdp.39015048902079|Juhl,mdp.39015048902079,1976,m,"Manfred, Frederick Feikema,",Milk of wolves : | a novel / | $c: by Frederick Manfred.,m,,1976,m,0
60428,uc1.$b685639|Banda,uc1.$b685639,1958,m,"Kittermaster, Michael.",Katakala.,m,,1958,m,0
64492,mdp.39015038157247|Margolin,mdp.39015038157247,1966,m,"Yurasov, Vladimir.",Parallax / | $c: Translated by Tatiana Balkoff Drowne.,m,,1966,m,0
5741,1478|Caleb,1478,1819,m,"Scott, Walter,",Novels and tales of the author of Waverley,m,,1819,m,0
37234,9206|VonFrancius,9206,1897,m,"Scribner, Frank Kimball,",The honor of a princess,m,,1897,m,0
53156,uc1.b3929683|Pieter,uc1.b3929683,1932,m,"Morgan, Charles,",The fountain / | $c: by Charles Morgan.,m,,1932,m,0
40579,uc1.b4744004|Chooley,uc1.b4744004,1904,m,"Higgins, D. W. David Williams),",The mystic spring,m,,1904,m,0
49563,mdp.39015059430101|Mr.Farquharson,mdp.39015059430101,1924,m,"McFee, William,",Race / | $c: by William McFee.,m,,1924,m,0
17536,7068|Henry,7068,1844,m,"James, G. P. R. (George Payne Rainsford),","The works of G.P.R. James, esq",m,,1844,m,0
21293,12695|Bela,12695,1858,m,"Tiffany, Osmond,",Brandon;,m,,1858,m,0
77235,mdp.39015041293476|Tom,mdp.39015041293476,1993,m,"Dorman, Sean.",The selected works of Sean Dorman.,m,,1993,m,0
12195,10247|Paddy,10247,1830,m,"Carleton, William,",Traits and stories of the Irish peasantry,m,,1830,m,0
8550,14537|Mr.O'Clery,14537,1825,m,"Banim, John,",Tales,m,,1825,m,0
61282,mdp.39015058404255|MrFinnan,mdp.39015058404255,1952,m,"Waten, Judah L.",Alien son.,m,,1952,m,0
21739,3777|Carroll,3777,1859,m,"Greenough, Henry,","Ernest Carroll, or Artist-life in Italy",m,,1859,m,0
17630,9779|Benosa,9779,1849,m,"Reach, Angus B. (Angus Bethune),",Clement Lorimer,m,,1849,m,0
52559,mdp.39015051347428|Patrick,mdp.39015051347428,1932,m,"Bodenheim, Maxwell,","Run, sheep, run, | a novel.",m,,1932,m,0
69615,mdp.39015020644186|Rosenberg,mdp.39015020644186,1978,m,"Amis, Kingsley.",Jake's thing / | $c: [by] Kingsley Amis.,m,,1978,m,0
28220,7272|Mr.Ringwood,7272,1872,m,"Thackeray, William Makepeace,",The works of William Makepeace Thackeray,m,,1872,m,0
57597,uc1.b3810602|Roger,uc1.b3810602,1941,m,"Collier, John,",Presenting moonshine; | stories.,m,,1941,m,0
4931,4976|Henry,4976,1818,m,"Sir, Scott, Walter,",Tales of my landlord,m,,1818,m,0
64402,uc1.$b115494|Johnson,uc1.$b115494,1964,m,"Davis, Michael,",The watersiders.,m,,1964,m,0
12466,13297|Socrates,13297,1833,m,"M. Berquin, (Arnaud),",The children's friend;,m,,1833,m,0
68956,mdp.39015050822975|GeorgiosEngastromenos,mdp.39015050822975,1975,m,"Stone, Irving,",The Greek treasure : | a biographical novel of Henry and Sophia Schliemann / | $c: by Irving Stone.,m,,1975,m,0
25176,13072|MorganleFay,13072,1868,m,"Sir, Malory, Thomas,",Morte d'Arthur,m,,1868,m,0
53611,uc1.$b244113|Ginever,uc1.$b244113,1931,m,"Mottram, R. H. (Ralph Hale),","The headless hound, | and other stories, | $c: by R.H. Mottram.",m,,1931,m,0
4750,14879|Salvini,14879,1815,m,"Surr, T. S. (Thomas Skinner),",The magic of wealth,m,,1815,m,0
72289,mdp.39015015526125|MrVictorHazel,mdp.39015015526125,1989,m,"Dahl, Roald.","Ah, sweet mystery of Life / | $c: Roald Dahl ; illustrated by John Lawrence.",m,,1989,m,0
64745,uc1.$b399135|Lester,uc1.$b399135,1969,m,"Santesson, Hans Stefan.",Crime prevention in the 30th century.,m,,1969,m,0
73422,mdp.49015000676602|Rucker,mdp.49015000676602,1981,m,"Domini, John,",Bedlam : | short stories / | $c: by John Domini.,m,,1981,m,0
2104,8272|Mr.Parkin,8272,1804,m,"Gordon, Loudoun Harcourt.",An apology for the conduct of the Gordons;,m,,1804,m,0
43951,nyp.33433076059827|Pedro,nyp.33433076059827,1918,m,"Putnam, George Palmer,",The smiting of the rock,m,,1918,m,0
57038,wu.89090339086|Mr.Bury,wu.89090339086,1947,m,"Bensusan, S. L. (Samuel Levy),",These from God's own county.,m,,1947,m,0
69700,inu.39000003316903|MrWillet,inu.39000003316903,1977,m,"Miss. Read,","Chronicles of Fairacre, comprising Village school, Village diary, and Storm in the village / | $c: Miss Read ; illustrated by J. S. Goodall.",m,,1977,m,0
49797,mdp.39015023142634|Calvin,mdp.39015023142634,1926,m,"Lincoln, Joseph Crosby,","Rugged water, | $c: by Joseph C. Lincoln.",m,,1926,m,0
69736,mdp.39015030727914|Scarborough,mdp.39015030727914,1979,m,"Charyn, Jerome.",The seventh babe : | a novel / | $c: by Jerome Charyn.,m,,1979,m,0
29292,10094|LukeSterling,10094,1874,m,"Arthur, T. S. (Timothy Shay),",Woman to the rescue,m,,1874,m,0
68339,uc1.b4450924|Jesus,uc1.b4450924,1978,m,"Fox, Hugh,",Honeymoon ; | Mom / | $c: Hugh Fox ; illustrated by V. Sveshnikov,m,,1978,m,0
