volid,dateused,pubdate,birthdate,firstpub,gender,nation,allwords,logistic,realclass,trainflag,trainsize,author,title,genretags
10000|Mrs.Graham,1879,1879,0,1879,f,,1.0000000000000002,0.605998174569,1,1,"Meynardie, Florella.",Amy Oakly;,f
10003|Stella,1899,1899,0,1899,f,,1.0,0.535348026222,1,1,"Vaile, Charlotte Marion White,",Wheat and huckleberries; or Dr. Northmore's daughters,f
1000|Betsy,1892,1892,0,1892,f,,1.0000000000000004,0.478560677125,1,1,"Allerton, James M. (James Martin)","Hawk's Nest, or, The last of the Cahoonshees",f
10012|Maria,1893,1893,0,1893,f,,0.9999999999999997,0.517617534146,1,1,"Alden, W. L. (William Livingston),",Told by the colonel,f
10013|Philippa,1880,1880,0,1880,f,,1.0000000000000002,0.554546493199,1,1,"Fothergill, Jessie,",Kith and kin,f
10014|Kitty,1878,1878,0,1878,f,,0.9999999999999996,0.559290260595,1,1,"Eliot, George,",Scenes of clerical life,f
10014|MissLinnet,1878,1878,0,1878,f,,1.0,0.529465386068,1,1,"Eliot, George,",Scenes of clerical life,f
10024|Edwards,1880,1880,0,1880,m,,1.0000000000000002,0.520235266357,0,1,"French, Harry W. (Harry Willard),",Ego,m
10028|Clara,1890,1890,0,1890,f,,1.0000000000000029,0.542332539495,1,1,"Harland, Marion,",With the best intentions;,f
10029|Jack,1861,1861,0,1861,m,,0.9999999999999997,0.394181549796,0,1,"Britten, Emma Hardinge,",The Wildfire Club,m
1002|MillicentGrej,1851,1851,0,1851,f,,0.9999999999999997,0.41182163433,1,1,"Skene, Felicia,",The tutor's ward,f
1002|Mrs.Hartley,1851,1851,0,1851,f,,0.9999999999999978,0.543401510232,1,1,"Skene, Felicia,",The tutor's ward,f
10036|Baker,1890,1890,0,1890,m,,1.0000000000000002,0.491214059397,0,1,"Fothergill, Jessie,",A march in the ranks,m
10038|Marjorie,1884,1884,0,1884,f,,0.9999999999999996,0.536167314257,1,1,"Smith, Annie S. Swan,",Aldersyde;,f
10043|MissRuffner,1876,1876,0,1876,f,,1.0000000000000004,0.49043326445,1,1,"Bellamy, Elizabeth W. (Elizabeth Whitfield),",The little Joanna,f
10054|AuntBetsey,1858,1858,0,1858,f,,0.9999999999999991,0.535718214443,1,1,"Holmes, Mary Jane,",Meadow brook,f
10054|Carrie,1858,1858,0,1858,f,,1.0000000000000002,0.507839531357,1,1,"Holmes, Mary Jane,",Meadow brook,f
10058|Dolores,1895,1895,0,1895,f,,1.0000000000000009,0.577126352712,1,1,"Allen, Grant,",The woman who did,f
10063|Marcella,1893,1893,0,1893,f,,1.0000000000000007,0.511207752759,1,1,"Gissing, George,",Born in exile,f
10064|Bell,1859,1859,0,1859,m,,1.0000000000000002,0.478620553953,0,1,"Willis, Nathaniel Parker,",The convalescent,m
10064|Mr.Irving,1859,1859,0,1859,m,,1.0000000000000009,0.47766427636,0,1,"Willis, Nathaniel Parker,",The convalescent,m
10067|Sybil,1855,1855,0,1855,f,,1.000000000000002,0.568805218477,1,1,anonymous115,My confession;,f
1006|Mrs.Chicklade,1861,1861,0,1861,f,,0.9999999999999997,0.511493127611,1,1,anonymous118,The Twickenham tales,f
10070|Taylor,1890,1890,0,1890,m,,1.0,0.48431087862,0,1,"Howells, William Dean,",A boy's town,m
10077|Garrard,1899,1899,0,1899,m,,1.0000000000000007,0.386350396305,0,1,"(Byron Archibald), Dunn, Byron A.",On General Thomas's staff,m
10094|LukeSterling,1874,1874,0,1874,m,,0.9999999999999993,0.456005482958,0,1,"Arthur, T. S. (Timothy Shay),",Woman to the rescue,m
10094|Mrs.Green,1874,1874,0,1874,f,,0.9999999999999993,0.535619464864,1,1,"Arthur, T. S. (Timothy Shay),",Woman to the rescue,f
10094|WesleyGreen,1874,1874,0,1874,m,,0.9999999999999991,0.422306359183,0,1,"Arthur, T. S. (Timothy Shay),",Woman to the rescue,m
10110|Annie,1861,1861,0,1861,f,,0.9999999999999989,0.501834807995,1,1,"Wilbor, Mary H.",Violet;,f
10112|MrsM'Cormick,1886,1886,0,1886,f,,0.9999999999999974,0.529317598097,1,1,"Downey, Edmund,",In one town,f
10122|Gottfried,1864,1864,0,1864,m,,1.0,0.512123307099,0,1,anonymous55,"Ernest, or, No humbug",m
10126|DickO'Meara,1866,1866,0,1866,m,,0.9999999999999996,0.434587548007,0,1,"Banim, Michael,",Irish tales,m
10132|Amy,1858,1858,0,1858,f,,0.9999999999999994,0.593148648868,1,1,"Sigourney, L. H. (Lydia Howard),",Lucy Howard's journal,f
10133|Mohabet,1899,1899,0,1899,m,,0.9999999999999982,0.404268665285,0,1,"Caunter, Hobart,",The romance of history: India,m
10138|MissFordyce,1864,1864,0,1864,f,,1.0000000000000016,0.49798253988,1,1,"Thomas, Annie,",Denis Donne,f
