volid,dateused,pubdate,birthdate,firstpub,gender,nation,allwords,logistic,realclass,trainflag,trainsize,author,title,genretags
10002|LadyHalket,1846,1846,0,1846,f,,0.9999999999999993,0.509361833715,1,1,anonymous227,English churchwomen of the seventeenth century,f
10009|Agrippa,1837,1837,0,1837,m,,1.0000000000000004,0.443623158634,0,1,"Mrs. Smith, Pogson,","Zerah, the believing Jew",m
10045|Hannah,1827,1827,0,1827,f,,1.0000000000000004,0.388911179131,1,1,"Brown, Charles Brockden,",The novels of Charles Brockden Brown,f
10059|Distel,1807,1807,0,1807,m,,1.0000000000000004,0.483084170471,0,1,"Kotzebue, August von,",Novellettes,m
10059|Lall,1807,1807,0,1807,m,,0.9999999999999991,0.502885250369,0,1,"Kotzebue, August von,",Novellettes,m
10060|Ned,1849,1849,0,1849,m,,1.0,0.496678360933,0,1,"Ruter, P. S.",Reminiscences of a Virginia physician,m
10090|Blanche,1847,1847,0,1847,f,,0.9999999999999991,0.629154574797,1,1,"Arthur, T. S. (Timothy Shay),","Making haste to be rich; or, The temptation and fall",f
10104|Fanny,1848,1848,0,1848,f,,1.0000000000000013,0.579278270206,1,1,"Judson, Emily C. (Emily Chubbuck),",The great secret;,f
1010|Ida,1845,1845,0,1845,f,,1.0000000000000027,0.558171140252,1,1,"McIntosh, Maria J. (Maria Jane),",Praise and principle;,f
10121|Peter,1827,1827,0,1827,m,,0.9999999999999991,0.46110281773,0,1,"Banim, John,",Tales,m
10124|Dinny,1830,1830,0,1830,m,,0.999999999999998,0.479075726576,0,1,"Banim, John,",The denounced,m
10131|Peggy,1825,1825,0,1825,f,,1.000000000000001,0.596249861074,1,1,"Coultershoggle, Mungo.",Goslington Shadow,f
10142|Sally,1828,1828,0,1828,f,,0.9999999999999999,0.475438148387,1,1,"Tayler, Charles B. (Charles Benjamin),","A fireside book, or, The account of a Christmas spent at Old Court",f
10145|Deborah,1830,1830,0,1830,f,,1.0000000000000007,0.48729577041,1,1,"Clarke, William,",Three courses and a dessert,f
10145|Norman,1830,1830,0,1830,m,,0.9999999999999993,0.388605447452,0,1,"Clarke, William,",Three courses and a dessert,m
10151|Mr.Otway,1849,1849,0,1849,m,,0.9999999999999996,0.472847192599,0,1,"Senior, Henry.",Charles Vernon;,m
10151|Tomlins,1849,1849,0,1849,m,,1.0000000000000004,0.407354104076,0,1,"Senior, Henry.",Charles Vernon;,m
1015|Ferdinand,1810,1810,0,1810,m,,1.0,0.478936381353,0,1,anonymous143,Letters of Charlotte,m
10170|Anastasia,1837,1837,0,1837,f,,1.0000000000000022,0.574168920759,1,1,"Simms, William Gilmore,","Martin Faber, the story of a criminal;",f
10171|Frampton,1835,1835,0,1835,m,,0.9999999999999978,0.413244778921,0,1,"Simms, William Gilmore,",The partisan,m
10171|Marion,1835,1835,0,1835,f,,0.9999999999999991,0.295778747045,1,1,"Simms, William Gilmore,",The partisan,f
10173|Clara,1812,1812,0,1812,f,,0.9999999999999993,0.52091766178,1,1,anonymous294,"Substance and shadow; or, The fisherman's daughters of brighten",f
10173|Elvvyn,1812,1812,0,1812,m,,0.9999999999999992,0.383961271466,0,1,anonymous154,"Substance and shadow; or, The fisherman's daughters of brighten",m
10173|Fitzallan*,1812,1812,0,1812,m,,1.0,0.534902713978,0,1,anonymous145,"Substance and shadow; or, The fisherman's daughters of brighten",m
10173|Mrs.Bannister,1812,1812,0,1812,f,,1.0,0.584042829776,1,1,anonymous273,"Substance and shadow; or, The fisherman's daughters of brighten",f
10200|Crowe,1816,1816,0,1816,m,,1.0000000000000049,0.438914602959,0,1,anonymous44,Select novels,m
10200|Dolly,1816,1816,0,1816,f,,0.9999999999999986,0.568911935712,1,1,anonymous214,Select novels,f
10200|Emma,1816,1816,0,1816,f,,0.9999999999999991,0.595337910999,1,1,anonymous278,Select novels,f
10200|Mr.Darnel,1816,1816,0,1816,m,,1.0000000000000004,0.327989033431,0,1,anonymous113,Select novels,m
10200|Taher,1816,1816,0,1816,m,,0.9999999999999992,0.508486754157,0,1,anonymous18,Select novels,m
10200|Walter,1816,1816,0,1816,m,,1.0,0.266764306939,0,1,anonymous60,Select novels,m
10235|Dawn,1844,1844,0,1844,f,,0.9999999999999982,0.434743127318,1,1,"Cooper, James Fenimore,","Afloat and ashore; or, The adventures of Miles Wallingford",f
10235|Drewett,1844,1844,0,1844,m,,1.0000000000000027,0.473218945076,0,1,"Cooper, James Fenimore,","Afloat and ashore; or, The adventures of Miles Wallingford",m
10248|Goldsmith,1835,1835,0,1835,m,,1.0,0.508362716669,0,1,"Edgeworth, Maria,",Tales and novels,m
10248|LadyCatherine,1835,1835,0,1835,f,,0.9999999999999993,0.505549922617,1,1,"Edgeworth, Maria,",Tales and novels,f
10248|Mr.Carat,1835,1835,0,1835,m,,1.0000000000000007,0.479978473008,0,1,"Edgeworth, Maria,",Tales and novels,m
10248|Murray,1835,1835,0,1835,m,,0.9999999999999996,0.413352300612,0,1,"Edgeworth, Maria,",Tales and novels,m
10249|Allen,1835,1835,0,1835,f,,1.0,0.483906998886,1,1,"Edgeworth, Maria,",Tales and novels,f
10249|Catherine,1835,1835,0,1835,f,,0.9999999999999997,0.567670395162,1,1,"Edgeworth, Maria,",Tales and novels,f
10249|Wright,1835,1835,0,1835,m,,0.9999999999999976,0.459061331475,0,1,"Edgeworth, Maria,",Tales and novels,m
1024|Mr.Dudley,1797,1797,0,1797,m,,0.9999999999999969,0.478464823379,0,1,"West,",A gossip's story,m
1024|William,1797,1797,0,1797,m,,0.999999999999998,0.454138584798,0,1,"West,",A gossip's story,m
10251|Lewis,1835,1835,0,1835,m,,0.9999999999999994,0.437300165343,0,1,"Edgeworth, Maria,",Tales and novels,m
10251|Mrs.Ludgate,1835,1835,0,1835,f,,1.000000000000002,0.532484437014,1,1,"Edgeworth, Maria,",Tales and novels,f
10252|Terence,1835,1835,0,1835,m,,1.0000000000000007,0.456588845926,0,1,"Edgeworth, Maria,",Tales and novels,m
10255|Gabrielle,1835,1835,0,1835,f,,1.0,0.532654127108,1,1,"Edgeworth, Maria,",Tales and novels,f
10256|Constance,1835,1835,0,1835,m,,1.0000000000000002,0.403985054686,0,1,"Edgeworth, Maria,",Tales and novels,m
10256|Gascoigne,1835,1835,0,1835,m,,1.0000000000000004,0.40816628364,0,1,"Edgeworth, Maria,",Tales and novels,m
10256|ladyOldborough,1835,1835,0,1835,f,,1.0000000000000004,0.58023938175,1,1,"Edgeworth, Maria,",Tales and novels,f
10256|Mr.Seebright,1835,1835,0,1835,m,,1.0000000000000002,0.499949597415,0,1,"Edgeworth, Maria,",Tales and novels,m
10257|Dr.Percy,1835,1835,0,1835,m,,1.0000000000000002,0.467516259547,0,1,"Edgeworth, Maria,",Tales and novels,m
10258|Mr.Carry,1835,1835,0,1835,m,,1.0,0.442214058906,0,1,"Edgeworth, Maria,",Tales and novels,m
