volid,dateused,pubdate,birthdate,firstpub,gender,nation,allwords,logistic,realclass,trainflag,trainsize,author,title,genretags
bc.ark+=13960=t3jw8vz3x|Pete,1910,1910,0,1910,m,,0.9999999999999997,0.493980596061,0,1,"(Rolfe Arnold), Scott-James, R. A.",An Englishman in Ireland;,m
coo.31924013240688|Freda,1901,1901,0,1901,f,,1.0000000000000002,0.717301659137,1,1,"Woodroffe, Daniel.",Tangled trinities,f
coo.31924013618024|Timothy,1912,1912,0,1912,m,,1.0,0.411111340109,0,1,"Glyn, Elinor,",Halcyone,m
coo.31924013618057|Robert,1905,1905,0,1905,m,,0.9999999999999974,0.500416210556,0,1,"Glyn, Elinor,",The vicissitudes of Evangeline,m
coo.31924013659598|Gaston,1911,1911,0,1911,m,,0.9999999999999899,0.472277428768,0,1,"Baroness, Orczy, Emmuska Orczy,",Petticoat government,m
coo.31924014165462|Mr.Petulengro,1903,1903,0,1903,m,,1.0000000000000007,0.451323261204,0,1,"Borrow, George Henry,",The Romany rye;,m
coo.31924014165462|WalterScott,1903,1903,0,1903,m,,1.0,0.508352328543,0,1,"Borrow, George Henry,",The Romany rye;,m
coo.31924014168334|SolomonEagle,1911,1911,0,1911,m,,0.9999999999999972,0.49875803722,0,1,"Ainsworth, William Harrison,",Old Saint Paul's;,m
coo.31924014495133|Hannah,1944,1944,0,1944,f,,1.0000000000000002,0.49839834357,1,1,"Mrs., Thorpe, Berenice (DuRae)","Reunion on strawberry hill; | a novel, | $c: by Berenice Thorpe.",f
coo.31924022162436|Mary,1903,1903,0,1903,f,,0.9999999999999996,0.51733233722,1,1,"Jarrold, Ernest,",Tales of the Bowery,f
coo.31924028085789|Oberon,1909,1909,0,1909,m,,1.0000000000000002,0.470799825133,0,1,"Jerrold, Walter,",The true annals of fairyland in the reign of King Oberon,m
coo.31924073426060|Henriette,1906,1906,0,1906,f,,0.9999999999999996,0.525682805194,1,1,"Glyn, Elinor,",Beyond the rocks; a love story,f
coo.31924073426060|LadyAnningford,1906,1906,0,1906,f,,1.0000000000000007,0.577341655125,1,1,"Glyn, Elinor,",Beyond the rocks; a love story,f
coo.31924073426060|Mildred,1906,1906,0,1906,f,,0.9999999999999994,0.532949557775,1,1,"Glyn, Elinor,",Beyond the rocks; a love story,f
dul1.ark+=13960=t1tf0gt6f|Mr.Dowling,1900,1900,0,1900,m,,0.9999999999999991,0.459901307796,0,1,"Myers, Cortland,",Would Christ belong to a labor union?,m
dul1.ark+=13960=t1tf0gt6f|Richard,1900,1900,0,1900,m,,0.9999999999999997,0.458244214828,0,1,"Myers, Cortland,",Would Christ belong to a labor union?,m
dul1.ark+=13960=t3hx21f7z|Mrs.Shepherd,1907,1907,0,1907,f,,1.0000000000000004,0.525093309029,1,1,"(Horace Wykeham Can), Newte, Horace W. C.",The master beast,f
dul1.ark+=13960=t48p6pm4t|Pettibone,1912,1912,0,1912,m,,0.9999999999999999,0.55492357682,0,1,"Brinsmade, Herman Hine.",Utopia achieved,m
dul1.ark+=13960=t4dn4t577|Mr.Arndt,1905,1905,0,1905,m,,1.0,0.493109071796,0,1,"Brenholtz, Edwin Aronold,",The recording angel;,m
dul1.ark+=13960=t7mp5q31m|Earl,1904,1904,0,1904,m,,1.0,0.564458421821,0,1,"Dickberry, F.",The storm of London,m
dul1.ark+=13960=t83j4512f|CountGuyofMarmorel,1905,1905,0,1905,m,,1.000000000000001,0.365205520829,0,1,"(John Burland), Harris-Burland, J. B.",Dr. Silex,m
dul1.ark+=13960=t86h57q9k|Agnes,1904,1904,0,1904,f,,1.0,0.503570841392,1,1,"La Voie, Julia.",A tale half told,f
ien.35556007043961|Mrs.Brandon,1909,1909,0,1909,f,,1.0000000000000018,0.527546230302,1,1,"Thackeray, William Makepeace,",The adventures of Philip,f
ien.35556007043961|Twysden,1909,1909,0,1909,f,,1.0000000000000004,0.554852856119,1,1,"Thackeray, William Makepeace,",The adventures of Philip,f
ien.35556023395767|Bronka,1920,1920,0,1920,m,,0.9999999999999987,0.492110280307,0,1,"Przybyszewski, Stanisław,","Snow, a play in four acts",m
ien.35556027278860|Mrs.Bargrave,1912,1912,0,1912,f,,0.9999999999999986,0.508667706051,1,1,"Gowans, Adam L. (Adam Luke),",Famous ghost-stories by English authors,f
ien.35556038346011|LadyHenrySomerset,1900,1900,0,1900,f,,1.0000000000000007,0.493543135692,1,1,"Holmes, Thomas,",Pictures and problems from London police courts,f
